dbICC,var_w,var_b
0.585903447308715,2.00100459298153,2.83121286929063
0.455797365759395,2.2583767773411,1.89150533503143
0.565858098636899,2.21848744458769,2.89156398703449
0.556297162054842,1.67749191181173,2.10317336312859
0.502879418154151,2.72700256538745,2.75859321353176
0.725642439234323,1.68474797678928,4.45595385802614
0.601766322558648,1.67126292990692,2.52542616139438
0.573313409120852,2.36772758150511,3.18137480914331
0.574476539726386,2.56869699176054,3.46786087536352
0.62192277110321,1.24092383351142,2.04127286776142
0.579005781777032,2.33360600429386,3.20947725738155
0.560514465429981,1.64875954754384,2.10280772339476
0.600702301520009,1.77808092668351,2.67493979808435
0.594787742310861,1.83716543839254,2.69666936924532
0.607334749779564,2.41252601712224,3.73145034892463
0.551220308148515,2.40855484606281,2.95834318830697
0.603347588497875,2.42985271972658,3.69604655446342
0.628043857077508,1.86182593927586,3.1436726247412
0.634943957085883,1.94601838545551,3.38472034145643
0.55993580435013,2.18263113406508,2.77717053951086
0.53401528170296,2.49211336886941,2.85594477770874
0.558241438529983,2.5177404222375,3.18161810034403
0.568828362902277,2.6591752463953,3.50814889462329
0.562159661617934,2.11845790582283,2.71996770304428
0.47316485560872,3.07999339303474,2.76622515526171
0.490900197056366,2.83746874400562,2.73603320511962
0.506848076557173,2.6406100110709,2.71394684158434
0.513029429328576,2.74309727054,2.88988639571704
0.515714692997371,2.4761383558376,2.63683600046299
0.454793296753113,2.79219381100131,2.32915520098418
0.564474734790576,2.12076678080888,2.74867926565435
0.598998038401591,2.38113888023846,3.55683426769117
0.66009750173456,1.66239122649912,3.22839726426657
0.650147430729612,2.02674851790392,3.76640178575304
0.544431901018577,2.6985964815456,3.22498879051191
0.599781405829544,2.02954864307619,3.04155168219203
0.565892309015362,2.01656734357257,2.62874852032888
0.618895623174315,2.18055151203789,3.54111332477205
0.636445472301969,1.65954656708227,2.90523379087463
0.522543648869052,2.53885785850959,2.77860802605936
0.57912425015399,2.24660596576052,3.091325636577
0.608496224423931,2.22422960543536,3.45701727950865
0.639133957098122,2.02177212781762,3.58078363375996
0.624256468946136,1.9733305161153,3.27847118644659
0.598563638341272,2.16010549227006,3.22083579402633
0.681710493158253,2.07397510741037,4.44202703161568
0.571354165154953,2.5755877680138,3.43307383240711
0.553971287437528,2.0634953998189,2.56287806381743
0.574142676356078,2.38795881542211,3.21945635120958
0.608430851755094,1.98133508730779,3.07865264714102
0.558637495895576,2.00403127715987,2.53652497427404
0.620858484934229,1.88471139217744,3.08628576135372
0.632831973727028,1.98912658157884,3.42835653036299
